pathway	Eosinophil	Foam_Cell	FOLR2_Mac	M2_Mac	Mast	TREM2_Mac
Cytosolic Calcium Signaling Involved In Initiation Of Cell Movement In Glial-Mediated Radial Cell Migration (1g)	-0.831940599070821	-0.06915745743042076	-0.47333073244978274	-0.22380283317631108	-0.3738697464553427	1.9721013685826776
Positive Regulation Of Integrin Activation By Cell Surface Receptor Linked Signal Transduction (2g)	-0.8029034679388583	-0.1184340720620033	-0.47766238652998766	-0.28629551662529684	-0.29995512894345894	1.9852505720996054
10-Formyltetrahydrofolate Biosynthetic Process (2g)	-0.5245326095931574	0.07357586830246847	-0.3786402375147422	-0.6853898896939881	-0.4587984297480187	1.973785298247437
Chronological Cell Aging (2g)	-0.6041727503880016	-0.12238946095529937	-0.23545026976464595	-0.22194431387329194	-0.7890399140012342	1.9729967089824714
Regulation Of Smooth Muscle Cell-Matrix Adhesion (3g)	-0.7576620153992508	-0.06013157135293641	-0.2743055112882048	-0.5394866665592143	-0.35147037721098023	1.983056141810586
Replicative Senescence (13g)	-0.13725325687091716	-0.23202329277186395	-0.8376980959894663	-0.3438658745664083	-0.429733617177117	1.9805741373757764
Fas Signaling Pathway (4g)	-0.4631858870582515	-0.5429603494521315	-0.739679720766552	-0.02858182101174593	-0.20101676893047435	1.9754245472191543
Smooth Muscle Cell-Matrix Adhesion (5g)	-0.8245685140300953	-0.0728898506639446	-0.08091008346112659	-0.5731617009659501	-0.40238817448317704	1.9539183236042947
Determination Of Ventral Identity (1g)	-0.6744681726832142	-0.5913882862383253	0.0359580423371939	-0.35959079245714376	-0.388791640652827	1.978280849694316
Seminiferous Tubule Development (12g)	-0.22707509356044975	0.020377074582380774	-0.57727148079320445	-0.6602331030561783	-0.5300989590879241	1.9743015619153796
Positive Regulation Of Ampa Glutamate Receptor Clustering (1g)	-0.6657643241308372	-0.38647487724833646	-0.4172483184614873	-0.21974734938956803	-0.32974468062791895	2.018979549858147
