gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	pct_diff	cell_type
AC004687.2	3.3478881563308705e-37	-2.713174814401002	0.023	0.106	1.1107288536258928e-32	-0.08299999999999999	Fib
SEC13	3.4270328708857378e-37	-1.1112282861670466	0.178	0.299	1.1369866955737612e-32	-0.121	Fib
PHLDA1	4.3215901902528585e-37	-2.253108814781676	0.022	0.113	1.433773977420191e-32	-0.091	Fib
ITGB2	4.489790299765929e-37	2.3025505337517544	0.107	0.02	1.4895777277533422e-32	0.087	Fib
AC098588.1	4.540058020595055e-37	-1.2280614488088286	0.183	0.302	1.5062550494928215e-32	-0.119	Fib
SLC8A1	4.59406935108982e-37	1.283657014706524	0.319	0.161	1.5241743886110698e-32	0.158	Fib
DPY19L2	4.634598179349146e-37	-2.414632813777825	0.031	0.125	1.537620637962666e-32	-0.094	Fib
CAMK1D	4.8051902066227225e-37	-0.7978729084868572	0.397	0.511	1.5942179548512206e-32	-0.11399999999999999	Fib
WDR73	5.0235907453475885e-37	-1.0699255333515243	0.191	0.31	1.6666767015839694e-32	-0.119	Fib
AFF2	5.044301338637264e-37	-2.043767255829475	0.064	0.16	1.673547855119685e-32	-0.096	Fib
RPS15A	5.056114811587671e-37	-1.8675066880442832	0.081	0.176	1.6774672110404414e-32	-0.09499999999999999	Fib
PRKCQ	5.509440197507077e-37	2.223687562295959	0.116	0.024	1.8278669743269228e-32	0.092	Fib
RPS23	5.584454333741867e-37	-1.576969446456866	0.076	0.201	1.8527544143055392e-32	-0.125	Fib
PDE4DIP	5.875364869047448e-37	1.4231703317743796	0.228	0.092	1.949269802603872e-32	0.136	Fib
GPSM2	5.955961213706347e-37	-1.5599879256742126	0.1	0.2	1.9760092518713548e-32	-0.1	Fib
AL590079.1	6.431526998024891e-37	-2.645287332966725	0.024	0.113	2.1337877121347182e-32	-0.089	Fib
ATP10A	6.6053057678398135e-37	-0.686867849321884	0.373	0.539	2.191442294596215e-32	-0.16600000000000004	Fib
NRXN2	7.644780818542156e-37	1.6731431788591224	0.173	0.056	2.536308932167731e-32	0.11699999999999999	Fib
MGST2	8.031110526929205e-37	-2.0428823385331936	0.056	0.153	2.664481539519302e-32	-0.097	Fib
LPAR2	8.554018335667717e-37	4.221760796903228	0.067	0.004	2.8379666632244784e-32	0.063	Fib
ERGIC1	9.07747059841694e-37	-0.7721425360884431	0.273	0.433	3.0116324204367886e-32	-0.15999999999999998	Fib
RPS25	9.277028342086301e-37	-1.6208668792435332	0.096	0.214	3.077839693053972e-32	-0.118	Fib
SLCO2B1	9.655856663398196e-37	-1.1587987092562682	0.195	0.275	3.2035235652156193e-32	-0.08000000000000002	Fib
AP000755.2	1.1265939779011425e-36	-5.675893242325198	0.001	0.056	3.7377008404826203e-32	-0.055	Fib
MT-ND5	1.1287172392239953e-36	-0.8768531071241651	0.296	0.443	3.7447451845734493e-32	-0.14700000000000002	Fib
PHLDB3	1.2074896841876441e-36	1.9842271500290425	0.194	0.071	4.006088525229347e-32	0.12300000000000001	Fib
DRAM1	1.4582847451307433e-36	1.683859820122182	0.221	0.087	4.838151298920267e-32	0.134	Fib
SLC26A11	1.4872163249873518e-36	-1.7118730292848992	0.063	0.175	4.934137601410537e-32	-0.11199999999999999	Fib
TM7SF3	1.524147498820277e-36	-1.54398612864549	0.1	0.214	5.056664156836033e-32	-0.11399999999999999	Fib
ZFAND3	1.559179362031371e-36	0.6140663006082785	0.674	0.642	5.17288936941148e-32	0.03200000000000003	Fib
APOB	1.6224316848211576e-36	5.637254469860439	0.055	0.001	5.382741600731154e-32	0.054	Fib
AL807752.7	1.682519311769974e-36	-2.8290896073195366	0.019	0.102	5.582094320659243e-32	-0.08299999999999999	Fib
SBF2	1.837011689961767e-36	0.6186944117199005	0.666	0.607	6.094653683786154e-32	0.05900000000000005	Fib
PARD3	1.9217349204144225e-36	-0.44457145061244585	0.741	0.874	6.37573994545893e-32	-0.133	Fib
CD4	2.0071398420557947e-36	2.044496455804002	0.132	0.032	6.65908785398851e-32	0.1	Fib
ITGA2	2.1648243281972282e-36	-2.528077939659477	0.031	0.121	7.182237673659944e-32	-0.09	Fib
CAV1	2.2784764258508212e-36	-1.8520843558083633	0.073	0.178	7.55930123804527e-32	-0.105	Fib
MAP3K6	2.544676021447617e-36	-1.8758908959873826	0.049	0.155	8.442471636356759e-32	-0.106	Fib
ARFGEF2	2.9051302007798617e-36	-0.7981257661412187	0.257	0.403	9.638350467127347e-32	-0.14600000000000002	Fib
RPL26	3.018085058275449e-36	-1.896369027897694	0.057	0.163	1.0013100797840456e-31	-0.10600000000000001	Fib
AC007923.4	3.1905158310488145e-36	2.1679277210615897	0.102	0.018	1.0585174372670652e-31	0.08399999999999999	Fib
SMOC2	3.203691550639159e-36	1.2065937721489375	0.412	0.303	1.062888745755554e-31	0.10899999999999999	Fib
LOXL2	3.3129249540533644e-36	1.5881494308429231	0.194	0.07	1.0991291120062846e-31	0.124	Fib
PTH1R	3.871235196696725e-36	-1.5351239759717594	0.143	0.238	1.2843597012080723e-31	-0.095	Fib
CES4A	4.014076965418111e-36	-2.6675108618510714	0.026	0.111	1.3317503148167667e-31	-0.085	Fib
CNNM2	4.098769984258316e-36	-0.7780186600317095	0.236	0.4	1.3598489176773816e-31	-0.16400000000000003	Fib
CCDC69	4.5290066732484674e-36	-1.5367326929544785	0.091	0.202	1.502588543983644e-31	-0.11100000000000002	Fib
CYP3A5	4.712245753055056e-36	-3.1055925511388347	0.026	0.101	1.563381773491076e-31	-0.07500000000000001	Fib
GAS7	5.156434382003344e-36	-1.269202227991629	0.162	0.251	1.7107502349172495e-31	-0.089	Fib
ENOSF1	5.23528968117488e-36	-0.8277046782622779	0.289	0.434	1.73691205752339e-31	-0.14500000000000002	Fib
CASKIN2	5.503812810420259e-36	-2.861124595708935	0.026	0.111	1.8259999761131292e-31	-0.085	Fib
AC009554.1	6.400043902285805e-36	-1.184806483778169	0.156	0.252	2.1233425654613616e-31	-0.096	Fib
PKD2L2	6.5053219339066e-36	-1.6193263789195673	0.08	0.176	2.1582706580121926e-31	-0.09599999999999999	Fib
SEPT5-GP1BB	7.908926584124794e-36	2.471997206079311	0.093	0.015	2.623944572815083e-31	0.078	Fib
ELOB	7.937687274502563e-36	-2.396687884041691	0.031	0.123	2.6334865070617153e-31	-0.092	Fib
AC006059.1	8.241924546014022e-36	-1.0644280733273268	0.184	0.305	2.7344233066310723e-31	-0.121	Fib
WDFY4	1.003830104288012e-35	2.237017450710946	0.1	0.018	3.3304071369963375e-31	0.082	Fib
LINC00578	1.0089557775417431e-35	2.4878909078784157	0.121	0.027	3.347412583150241e-31	0.094	Fib
SLC16A1-AS1	1.0911395791494953e-35	-0.8288998741369964	0.269	0.423	3.62007378174428e-31	-0.15399999999999997	Fib
PHF21A	1.310278439046744e-35	-0.5969822664541307	0.373	0.537	4.347110777225383e-31	-0.16400000000000003	Fib
PALD1	1.5872501115639927e-35	-1.9367927928637343	0.047	0.147	5.2660196951358585e-31	-0.09999999999999999	Fib
MMP24	1.6062660860490815e-35	-1.2997753603132167	0.14	0.243	5.329108993685038e-31	-0.10299999999999998	Fib
UBOX5-AS1	1.6674991331602036e-35	-1.3039358665609666	0.129	0.222	5.532261874085607e-31	-0.093	Fib
PIK3R5	1.730838398988853e-35	1.114606178431615	0.184	0.068	5.742402556325318e-31	0.11599999999999999	Fib
PARP10	1.9898521007837714e-35	1.666960572091588	0.196	0.072	6.601732314770318e-31	0.12400000000000001	Fib
SYNPO	2.2738772242255967e-35	-1.9173281882793403	0.053	0.153	7.544042466813262e-31	-0.1	Fib
RPL24	2.2801056400784798e-35	-1.5921662309497642	0.103	0.212	7.564706482088372e-31	-0.109	Fib
TSPOAP1-AS1	2.301179337133522e-35	-1.4436673732630114	0.107	0.202	7.634622686807886e-31	-0.09500000000000001	Fib
CRYBG1	2.3036539975348523e-35	2.062701997814333	0.138	0.037	7.6428328676213795e-31	0.101	Fib
FOXK1	2.3530304526766866e-35	-0.8542597158133619	0.238	0.382	7.806649132845443e-31	-0.14400000000000002	Fib
ESRRG	2.5224659412338797e-35	-2.0650928106365094	0.056	0.139	8.368785253231643e-31	-0.08300000000000002	Fib
RPS3A	2.5659274078776494e-35	-1.667941001428827	0.067	0.18	8.512977361115678e-31	-0.11299999999999999	Fib
FER	2.6139919218986466e-35	-0.5508402185120171	0.427	0.583	8.67244099928314e-31	-0.15599999999999997	Fib
RPL17-C18orf32	2.855601655619262e-35	-1.6050487798202404	0.081	0.197	9.474029612848025e-31	-0.116	Fib
WNT9A	2.976609609384551e-35	-3.737433562638623	0.007	0.074	9.875497701055124e-31	-0.06699999999999999	Fib
TEAD1	3.197603398187303e-35	0.8570191531955613	0.552	0.449	1.0608688794166016e-30	0.10300000000000004	Fib
KCNIP1	3.4891693730711703e-35	-2.4550255397030094	0.056	0.133	1.1576017229038221e-30	-0.07700000000000001	Fib
GRHPR	3.5760918569107186e-35	-1.7348522688343886	0.058	0.162	1.186439995367269e-30	-0.10400000000000001	Fib
AC015712.2	3.650480820791818e-35	2.651248463268089	0.106	0.021	1.2111200219141015e-30	0.08499999999999999	Fib
MYLK	3.749522305014372e-35	-0.7084304807741428	0.399	0.534	1.2439790151346183e-30	-0.135	Fib
SIDT1	3.836891468408484e-35	2.465410192079271	0.096	0.016	1.2729654824738828e-30	0.08	Fib
RPL12	3.857124422954942e-35	-1.4895314295387558	0.1	0.22	1.279678169803761e-30	-0.12	Fib
TM7SF2	4.0349878835213427e-35	-3.2306628813626235	0.009	0.079	1.3386879301158758e-30	-0.07	Fib
ALDH1A1	4.307853291608977e-35	-1.8817344035624948	0.048	0.142	1.4292164865571103e-30	-0.09399999999999999	Fib
UTRN	4.334464916189248e-35	-0.5037486933291584	0.534	0.685	1.4380454252441067e-30	-0.15100000000000002	Fib
SASH1	4.382505065440352e-35	1.1597297093671193	0.371	0.211	1.4539837055611456e-30	0.16	Fib
PQLC1	4.53703829146158e-35	-1.1943887024309539	0.14	0.27	1.5052531939582085e-30	-0.13	Fib
PTPN13	4.842792989582533e-35	1.0562752603877286	0.47	0.326	1.606693430153797e-30	0.14399999999999996	Fib
TMX1	5.032035797896765e-35	1.897038414838084	0.152	0.045	1.66947851666821e-30	0.107	Fib
SENP6	5.245791957617742e-35	0.8592804740798894	0.585	0.496	1.7403963977788384e-30	0.08899999999999997	Fib
ATP1A1	5.459542666007101e-35	-1.3192618234526403	0.14	0.262	1.811312470301176e-30	-0.122	Fib
BEX3	5.62391503071649e-35	-2.01613938341101	0.034	0.131	1.8658462897408097e-30	-0.097	Fib
NEXMIF	5.714229051685448e-35	-2.8119670173903226	0.032	0.107	1.895809772477681e-30	-0.075	Fib
RPL27A	6.675126209641044e-35	-1.1404573896098682	0.158	0.289	2.2146066225726092e-30	-0.13099999999999998	Fib
NEIL1	6.741415725539917e-35	-1.560218591611029	0.063	0.173	2.2365994952623784e-30	-0.10999999999999999	Fib
ERC1	6.743787923700157e-35	-0.5313895466250338	0.464	0.622	2.2373865194460012e-30	-0.15799999999999997	Fib
MTERF4	7.221561468737683e-35	-1.0855095192681785	0.17	0.295	2.395897448483101e-30	-0.12499999999999997	Fib
PCDH18	7.344036232480496e-35	1.5009484657166723	0.128	0.034	2.436530900850054e-30	0.094	Fib
SYT12	7.941063115193239e-35	2.9552760074742643	0.083	0.011	2.634606509727661e-30	0.07200000000000001	Fib
DLX6-AS1	7.94156489202649e-35	3.562934740625753	0.069	0.005	2.6347729842276284e-30	0.064	Fib
RASAL2	8.038560272420083e-35	-0.7378303749981538	0.348	0.5	2.666953141580811e-30	-0.15200000000000002	Fib
EDARADD	8.355874049349605e-35	2.7933704064706717	0.098	0.017	2.7722283333527184e-30	0.081	Fib
KCNK15-AS1	8.533232745836023e-35	-2.9530553362009315	0.023	0.1	2.831070628086017e-30	-0.07700000000000001	Fib
LIMD2	9.245795864994024e-35	2.4712938826819677	0.114	0.025	3.0674776941290673e-30	0.089	Fib
RASGEF1B	9.246839196939772e-35	2.1950112942290403	0.255	0.131	3.0678238403687084e-30	0.124	Fib
LINC00871	1.0355192238747287e-34	3.0463744268012887	0.087	0.012	3.4355421290491876e-30	0.075	Fib
LIFR	1.0889613709583497e-34	-0.23190975530575386	0.408	0.586	3.612847140428517e-30	-0.178	Fib
LINC02377	1.1332364988500386e-34	4.88119507936326	0.056	0.002	3.759738732234773e-30	0.054	Fib
SMS	1.1828676775782017e-34	-1.6071753645518716	0.087	0.192	3.9244000939012e-30	-0.10500000000000001	Fib
CAMK1	1.3685215457947074e-34	-1.5263297738312307	0.075	0.187	4.540343932483101e-30	-0.112	Fib
GIPC2	1.5348509052872525e-34	-1.4264307675824475	0.09	0.202	5.092174848471517e-30	-0.11200000000000002	Fib
PTPRB	1.5370007853922235e-34	-2.2857839222667136	0.051	0.131	5.09930750569578e-30	-0.08000000000000002	Fib
AR	1.629955405914517e-34	-1.8787282466378081	0.08	0.152	5.4077030502025934e-30	-0.072	Fib
NCALD	1.6724835119588963e-34	-1.3929109535212563	0.12	0.229	5.54879854762603e-30	-0.10900000000000001	Fib
LASP1	1.8202322115075532e-34	1.4119527349400702	0.269	0.126	6.0389844081186094e-30	0.14300000000000002	Fib
RPL35A	1.9132930902032934e-34	-1.4252331852000366	0.092	0.214	6.347732485367466e-30	-0.122	Fib
AC092155.1	2.2709469499758005e-34	-2.837219562351853	0.02	0.098	7.534320695934714e-30	-0.078	Fib
ACOT11	2.4214783721133997e-34	-1.827015664240198	0.078	0.164	8.033738795160626e-30	-0.08600000000000001	Fib
UBXN6	2.638973053213277e-34	-1.517151521611783	0.103	0.211	8.755320898645688e-30	-0.108	Fib
PIK3IP1	2.784814171580425e-34	1.4486647464263982	0.215	0.087	9.239177977052376e-30	0.128	Fib
ADCY5	2.804010152377434e-34	-1.5137294478682668	0.098	0.207	9.302864482542613e-30	-0.10899999999999999	Fib
AL139220.2	2.883104366639299e-34	-2.645868869490928	0.023	0.105	9.565275357199202e-30	-0.08199999999999999	Fib
ANKRD42	3.0388759873908237e-34	-1.676110921474873	0.052	0.158	1.0082078863366535e-29	-0.10600000000000001	Fib
KCNE4	3.1022972904327323e-34	2.0521906908232657	0.141	0.04	1.0292491720468675e-29	0.10099999999999998	Fib
FZD6	3.1740081091137205e-34	-3.005284669988411	0.027	0.102	1.053040670360659e-29	-0.075	Fib
LINC00903	3.4218643080102055e-34	-3.7338419136009238	0.007	0.074	1.1352719214685459e-29	-0.06699999999999999	Fib
CTBP2	3.4978860808019364e-34	-0.6873590760171138	0.305	0.458	1.1604936650276584e-29	-0.15300000000000002	Fib
RPS11	3.877054450961902e-34	-1.2732413864504835	0.126	0.249	1.2862903551956302e-29	-0.123	Fib
FMN1	4.100670131404034e-34	1.2459197038531606	0.198	0.076	1.3604793294959164e-29	0.12200000000000001	Fib
AC090617.4	4.1855133453610195e-34	-2.202297894866726	0.046	0.131	1.3886277625904253e-29	-0.085	Fib
LYST	4.6623989466516536e-34	1.1365526686148146	0.435	0.292	1.546844098530619e-29	0.14300000000000002	Fib
LTBP4	4.949483459478429e-34	-0.9932943933083829	0.183	0.316	1.6420901273511585e-29	-0.133	Fib
UBAP2	5.53446781918322e-34	-0.7202129130613499	0.246	0.397	1.8361703883704168e-29	-0.15100000000000002	Fib
STON1	5.967558239602697e-34	1.1816612433379752	0.238	0.104	1.9798567971529868e-29	0.134	Fib
AC023590.1	6.263658925546682e-34	-2.0133030075964897	0.06	0.142	2.0780941217286226e-29	-0.08199999999999999	Fib
FREM1	6.737407313996271e-34	-1.394532128682976	0.11	0.216	2.235269624564543e-29	-0.106	Fib
GSE1	7.199382650386194e-34	0.6157055611330597	0.661	0.658	2.3885391819186275e-29	0.0030000000000000027	Fib
LINC02363	7.895569743172719e-34	-5.437708944980116	0.004	0.061	2.619513173692413e-29	-0.056999999999999995	Fib
SPN	8.243731388924715e-34	4.693874613031916	0.056	0.002	2.735022762903553e-29	0.054	Fib
FAM110B	8.269481354383498e-34	1.3906376942024776	0.271	0.129	2.743565828943813e-29	0.14200000000000002	Fib
AC138956.2	8.419601858629041e-34	-2.0708550151306016	0.035	0.128	2.7933713086373573e-29	-0.093	Fib
RPL32	9.204265528751352e-34	-1.4000374000239064	0.1	0.219	3.053699174473836e-29	-0.119	Fib
TC2N	9.918115735048333e-34	1.9154895278238206	0.173	0.06	3.290533257416985e-29	0.11299999999999999	Fib
B4GALNT3	1.0723851150463673e-33	-2.5019984924399523	0.036	0.12	3.557852096189333e-29	-0.08399999999999999	Fib
SERPINA5	1.156207988555042e-33	-5.2031713310694325	0.003	0.058	3.835951243629063e-29	-0.055	Fib
ZNF385B	1.1676965535435287e-33	0.5166005077785545	0.363	0.398	3.874066855691365e-29	-0.03500000000000003	Fib
OPRM1	1.1945736646678736e-33	2.1270011957360015	0.105	0.022	3.9632370472686043e-29	0.08299999999999999	Fib
OGFRL1	1.2734512355572543e-33	-1.6340774291672724	0.082	0.192	4.2249291642083025e-29	-0.11	Fib
RPL31	1.3022919110962761e-33	-1.2561943553922876	0.138	0.253	4.320613873444115e-29	-0.11499999999999999	Fib
POU6F2-AS2	1.3098997919542868e-33	3.6085776161074157	0.059	0.003	4.345854539766737e-29	0.055999999999999994	Fib
DDB1	1.311122326443882e-33	-1.2314247810300438	0.131	0.246	4.3499105424428674e-29	-0.11499999999999999	Fib
TRAF3IP3	1.396323186815964e-33	3.9267980013134425	0.062	0.004	4.6325814368993237e-29	0.057999999999999996	Fib
BIN1	1.4187710804927227e-33	-1.461809029240152	0.097	0.213	4.707056813750706e-29	-0.11599999999999999	Fib
HES1	1.4376039690024796e-33	-2.4381086817701725	0.027	0.112	4.7695386879595267e-29	-0.085	Fib
KCNQ5	1.705359308613676e-33	-1.296944856992839	0.144	0.149	5.657870578187593e-29	-0.0050000000000000044	Fib
AC026894.1	1.7791184640104255e-33	-1.2113475085722984	0.119	0.24	5.902581328047389e-29	-0.121	Fib
ABHD2	2.122839620547435e-33	-1.0935114744565513	0.16	0.288	7.042945009090225e-29	-0.12799999999999997	Fib
FGF14	2.3042244839558383e-33	-0.8803262948383942	0.143	0.091	7.644725570420285e-29	0.05199999999999999	Fib
CNTN1	2.3650382559784204e-33	1.2820973710348684	0.194	0.076	7.846487421859605e-29	0.11800000000000001	Fib
MAPK4	2.418716224399907e-33	-1.598821359695516	0.078	0.189	8.024574817691571e-29	-0.111	Fib
ZBED3-AS1	2.5565491052143494e-33	1.8895817793604301	0.089	0.016	8.481862966369648e-29	0.073	Fib
LINC01588	2.5693288326431468e-33	1.709115714135559	0.131	0.036	8.524262268060168e-29	0.095	Fib
HACD1	2.7042295239230273e-33	2.535891340469689	0.091	0.015	8.971822291519428e-29	0.076	Fib
PDP1	3.0843526346872444e-33	-2.1559149426862034	0.049	0.135	1.0232956736101871e-28	-0.08600000000000001	Fib
LINC01811	3.100663251629651e-33	3.8679828853234555	0.057	0.003	1.0287070469931692e-28	0.054	Fib
PPP1R13B	3.261183232813564e-33	-1.1915492919989659	0.129	0.257	1.0819627611505561e-28	-0.128	Fib
RPS28	3.305302598358296e-33	-1.2536240247055903	0.123	0.252	1.0966002430573317e-28	-0.129	Fib
CD3E	3.3290388575738375e-33	8.337657665480727	0.044	0	1.104475221777272e-28	0.044	Fib
SPATA9	3.5550843790822105e-33	2.2576710210710487	0.1	0.019	1.1794703444481049e-28	0.081	Fib
ZNF846	3.7616357100485764e-33	1.218792845170324	0.337	0.184	1.247997879522816e-28	0.15300000000000002	Fib
CALCRL	3.891216983062063e-33	1.0926558407339169	0.218	0.093	1.2909890584705005e-28	0.125	Fib
MCTP1	4.0708388279244955e-33	1.596935082694378	0.141	0.042	1.3505821979405098e-28	0.09899999999999998	Fib
ERG	4.2287135377530886e-33	-1.79316260337546	0.071	0.166	1.4029602904203422e-28	-0.09500000000000001	Fib
AL357055.3	4.355845863013752e-33	-1.4331943673917475	0.092	0.191	1.4451389819720723e-28	-0.099	Fib
RPL28	4.367198126700016e-33	-1.2416391915774987	0.12	0.25	1.4489053224952643e-28	-0.13	Fib
MAP4K1	4.4932040178132415e-33	3.1401805466982093	0.071	0.007	1.4907102969898993e-28	0.06399999999999999	Fib
LAPTM5	4.760025793076643e-33	2.4729647273509094	0.096	0.017	1.5792337573690378e-28	0.079	Fib
AC093879.1	5.401266665421336e-33	-3.2117695325663176	0.021	0.09	1.7919782415868368e-28	-0.06899999999999999	Fib
KALRN	5.831156596208923e-33	-0.766197543236155	0.324	0.452	1.9346028239242344e-28	-0.128	Fib
HNRNPR	6.07560724935106e-33	-0.8949331450092265	0.217	0.343	2.0157042171172013e-28	-0.12600000000000003	Fib
ABHD3	7.222768234878825e-33	1.3071265698291112	0.215	0.089	2.3962978172857477e-28	0.126	Fib
FNDC5	7.515715644108348e-33	-2.8875805290869048	0.017	0.092	2.4934889792458265e-28	-0.075	Fib
C8orf34	7.708701234526906e-33	1.442051405767688	0.132	0.037	2.5575158085789915e-28	0.095	Fib
PDE4B	7.751665855114848e-33	2.1059345906861755	0.131	0.036	2.571770180751453e-28	0.095	Fib
AC016205.1	7.962537069719204e-33	2.7525600307587497	0.085	0.013	2.64173092362074e-28	0.07200000000000001	Fib
SLC44A1	8.289510431310416e-33	-0.7931235958027076	0.253	0.388	2.7502108757958566e-28	-0.135	Fib
KIF16B	9.750598553006204e-33	-1.0400423612331828	0.16	0.294	3.2349560819308684e-28	-0.13399999999999998	Fib
SNX29	1.0256996796776752e-32	0.9153434556015524	0.492	0.361	3.402963827266623e-28	0.131	Fib
RPL22	1.030258825167619e-32	-1.7092786073581139	0.069	0.167	3.4180897042586093e-28	-0.098	Fib
EGR1	1.0343977450196033e-32	1.1014857729176992	0.438	0.336	3.431821398651538e-28	0.10199999999999998	Fib
GRIK3	1.0978218291526993e-32	3.8716433872369103	0.066	0.005	3.6422434825799103e-28	0.061000000000000006	Fib
PITPNM2	1.135165971351542e-32	-1.117509366576568	0.145	0.261	3.766140143153011e-28	-0.11600000000000002	Fib
DGKB	1.144653780336458e-32	2.0076449412299784	0.091	0.016	3.7976178470222664e-28	0.075	Fib
GPRC5D-AS1	1.1711712545020707e-32	-2.2404817379247852	0.038	0.123	3.88559487106152e-28	-0.08499999999999999	Fib
SEPT6	1.252432753031701e-32	-0.9641741580325247	0.206	0.324	4.155196144733274e-28	-0.11800000000000002	Fib
ABO	1.502530153708666e-32	1.8184702764349325	0.183	0.068	4.98494429095924e-28	0.11499999999999999	Fib
MYO16	1.5536143161725622e-32	2.0351134298757914	0.141	0.042	5.1544262167657095e-28	0.09899999999999998	Fib
LINC01481	1.6969761469004918e-32	1.3720489751761111	0.234	0.103	5.630057762571762e-28	0.131	Fib
EPB41L4B	1.715594593726356e-32	1.7296008553033513	0.159	0.053	5.691828183605931e-28	0.10600000000000001	Fib
BMP3	1.7430622481202468e-32	-4.47049490867536	0.004	0.06	5.782957620588543e-28	-0.055999999999999994	Fib
SCIMP	1.8305189010980062e-32	-1.1549027980882158	0.166	0.247	6.073112558172855e-28	-0.08099999999999999	Fib
PHYHIP	1.8644513668634554e-32	-8.386105532874812	0	0.047	6.1856902998428855e-28	-0.047	Fib
AC116345.1	1.8720348750362574e-32	-4.222726018813664	0.009	0.071	6.210850104907791e-28	-0.06199999999999999	Fib
JDP2	2.0282401321367337e-32	1.7287112850555337	0.206	0.084	6.729092286390041e-28	0.12199999999999998	Fib
RBL1	2.032596320585815e-32	1.4195486901014964	0.203	0.082	6.743544812807559e-28	0.12100000000000001	Fib
MACF1	2.1513216501355499e-32	-0.36156234670800247	0.626	0.779	7.137439838654714e-28	-0.15300000000000002	Fib
CNKSR2	2.2870777336286805e-32	-2.3357957899166655	0.028	0.11	7.587837796859873e-28	-0.082	Fib
AC124947.1	2.2927087075744978e-32	1.9157717753368761	0.152	0.048	7.606519679119911e-28	0.104	Fib
FBLN2	2.4646391034241663e-32	0.7095138180583205	0.146	0.055	8.176933153430356e-28	0.091	Fib
AL353768.1	2.638154392517553e-32	-2.7258026198309233	0.025	0.1	8.752604828055486e-28	-0.07500000000000001	Fib
RPL6	2.843673863113743e-32	-1.3734623834037842	0.103	0.216	9.434456775652466e-28	-0.113	Fib
CCSER1	2.8931719484153824e-32	1.270412485305732	0.164	0.058	9.598676573257715e-28	0.10600000000000001	Fib
UBASH3B	3.282961411286106e-32	2.023680171925227	0.126	0.034	1.0891881074223914e-27	0.092	Fib
RPS13	3.6114028977139946e-32	-1.748936466274971	0.073	0.17	1.198155139374572e-27	-0.09700000000000002	Fib
FHOD1	3.901683547053899e-32	1.6149985712284531	0.17	0.06	1.2944615504060722e-27	0.11000000000000001	Fib
RASSF8-AS1	3.957946464164347e-32	-1.2580651446434978	0.104	0.219	1.3131278984158054e-27	-0.115	Fib
CEACAM19	5.017318765044786e-32	-2.1234389853715796	0.028	0.115	1.664595846678909e-27	-0.08700000000000001	Fib
WISP1	5.111716138156477e-32	-2.2858323564887133	0.024	0.108	1.6959140631561744e-27	-0.08399999999999999	Fib
TMEM144	5.127188098466183e-32	-1.874198279879668	0.045	0.138	1.7010471954281255e-27	-0.09300000000000001	Fib
AHI1	5.50366790312421e-32	-0.7089131086930914	0.272	0.414	1.825951900219519e-27	-0.14199999999999996	Fib
CPAMD8	5.855396785048994e-32	1.8853449828804392	0.139	0.041	1.9426449913757048e-27	0.098	Fib
ARHGAP10	5.989424588174704e-32	-0.5723685410805697	0.542	0.664	1.9871113956187218e-27	-0.122	Fib
ZDBF2	6.265193983354433e-32	-3.740137713110661	0.01	0.073	2.0786034078575e-27	-0.063	Fib
CHST11	6.288807517855525e-32	0.8908062326229146	0.43	0.267	2.0864376701989275e-27	0.16299999999999998	Fib
RCAN2	6.326712096995276e-32	1.2653499586441	0.279	0.139	2.0990132724201224e-27	0.14	Fib
PALM	6.402450444437803e-32	-1.4666242620724335	0.096	0.195	2.12414098395113e-27	-0.099	Fib
JAM3	7.585299245938568e-32	1.033023630658243	0.267	0.13	2.5165747308250386e-27	0.137	Fib
GRIA1	7.90339301890821e-32	2.101192913241524	0.102	0.021	2.6221087018831766e-27	0.08099999999999999	Fib
RAC2	9.437679458901422e-32	6.954247438098248	0.046	0	3.1311389140797246e-27	0.046	Fib
KANK2	1.0307096967918577e-31	-0.7368192965408422	0.246	0.388	3.4195855610463466e-27	-0.14200000000000002	Fib
FMNL1	1.0442260403726777e-31	2.362901277827727	0.09	0.016	3.4644287341444324e-27	0.074	Fib
ABCA7	1.0646064415554115e-31	2.577688420507453	0.1	0.02	3.532044791148389e-27	0.08	Fib
SAP30L-AS1	1.1468865325601476e-31	-1.2994283224525582	0.126	0.22	3.805025449074802e-27	-0.094	Fib
MCF2	1.232634837557744e-31	-3.906864695647949	0.008	0.07	4.0895126005653276e-27	-0.062000000000000006	Fib
MAMLD1	1.247108119257228e-31	1.4795829970704404	0.229	0.102	4.1375306072597054e-27	0.127	Fib
VIPR2	1.2617199792726855e-31	-3.563475106653132	0.011	0.075	4.186008375232989e-27	-0.064	Fib
AC022387.1	1.322663439070659e-31	2.431001298946496	0.089	0.016	4.3882004918047255e-27	0.073	Fib
PAQR5	1.642162558896412e-31	-2.179702794979443	0.035	0.122	5.4482027216506264e-27	-0.087	Fib
FHDC1	1.7197885053487727e-31	3.4854987053237885	0.071	0.008	5.705742324195623e-27	0.063	Fib
ADA2	1.7324766993376245e-31	1.8206224241384805	0.115	0.029	5.747837945392437e-27	0.08600000000000001	Fib
PALLD	1.8127852788345077e-31	0.7594838207221941	0.655	0.571	6.014277719589246e-27	0.08400000000000007	Fib
CNTN5	1.820779850516845e-31	1.3473829825848325	0.117	0.032	6.040801310059737e-27	0.085	Fib
PPL	1.9419422693089211e-31	-2.0258185823471253	0.056	0.129	6.442781866886207e-27	-0.07300000000000001	Fib
