pathway	Eosinophil	Foam_Cell	FOLR2_Mac	M2_Mac	Mast	TREM2_Mac
Inositol Diphosphate Pentakisphosphate Diphosphatase Activity (5g)	-0.7276607272552701	-0.24090180351842924	-0.692110978736612	-0.28064997709266654	-0.0218919657550675	1.9632154523580476
Adp Receptor Activity (2g)	-0.7127275972887839	-0.4278247428344417	-0.31335336924014157	-0.07434629560625126	-0.46824783699131634	1.9964998419609339
Beta-Galactoside Alpha-2,3-Sialyltransferase Activity (1g)	-0.8699613628921407	0.010504515890381644	-0.3319702562028953	-0.2815710396166689	-0.48184172994358104	1.9548398727649043
Sodium:Bicarbonate Symporter Activity (6g)	-0.1942328602507044	-0.9358891231912797	-0.30787893487713297	-0.0038865481598390392	-0.4939761958708437	1.9358636623498002
G Protein-Coupled Adenosine Receptor Activity (7g)	-0.8585136667413223	-0.3806555598851984	-0.2410708302432163	-0.2152674572656927	-0.28719724190761764	1.982704756043048
Formate-Tetrahydrofolate Ligase Activity (2g)	-0.5245326095931574	0.07357586830246847	-0.3786402375147422	-0.6853898896939881	-0.4587984297480187	1.973785298247437
Endopeptidase Inhibitor Activity (181g)	-0.8603629342852389	-0.4489534522769394	-0.2608387376829757	-0.21867246295722426	-0.1878084242211818	1.9766360114235602
Methylenetetrahydrofolate Dehydrogenase [Nad(P)+] Activity (4g)	-0.5191216361631635	0.22170690722134312	-0.5369408131212081	-0.7934161638786147	-0.29036134872959996	1.9181330546712432
Peptidase Inhibitor Activity (188g)	-0.8290901100079793	-0.5202650962851049	-0.213261150174743	-0.27241394336540886	-0.14044894297775865	1.9754792428109924
C-X-C Chemokine Binding (6g)	-0.23247589196879123	-0.5377834589394811	-0.200933293744119	-0.115551351057561	-0.8730515531304816	1.9597955488404315
Manganese Transmembrane Transporter Activity, Phosphorylative Mechanism (3g)	-0.7731420202364898	-0.2477369786083357	-0.5049798337336735	-0.4260123935642782	-0.02393587174667081	1.9758070978894486
Ciliary Neurotrophic Factor Receptor Activity (4g)	-0.3866229583742667	-0.4468770702730221	-0.8741535098531283	0.12022656022487363	-0.3491475220686576	1.9365745003442028
Receptor Tyrosine Kinase-Like Orphan Receptor Binding (1g)	-0.7320582539771553	-0.6052284086079573	0.15760760753702505	-0.5059180064464152	-0.25181952413264375	1.937416585627146
